model,referecne,metric,value
growth_rate_simulated_iETEC_1333,growth_rate_file_2,Accuracy,1.0
growth_rate_simulated_iETEC_1333,growth_rate_file_2,Precision,1.0
growth_rate_simulated_iETEC_1333,growth_rate_file_2,Recall,1.0
growth_rate_simulated_iETEC_1333,growth_rate_file_2,F1 Score,1.0
growth_rate_simulated_iETEC_1333,growth_rate_file_2,Specificity,0.0
growth_rate_simulated_iG2583_1286,is_essential_file_can_grow,Accuracy,0.8465430016863407
growth_rate_simulated_iG2583_1286,is_essential_file_can_grow,Precision,0.8980169971671388
growth_rate_simulated_iG2583_1286,is_essential_file_can_grow,Recall,0.9278048780487805
growth_rate_simulated_iG2583_1286,is_essential_file_can_grow,F1 Score,0.9126679462571977
growth_rate_simulated_iG2583_1286,is_essential_file_can_grow,Specificity,0.05004721435316336
growth_rate_simulated_iG2583_1286,growth_rate_file_1,Accuracy,0.856911883589329
growth_rate_simulated_iG2583_1286,growth_rate_file_1,Precision,0.9159132007233273
growth_rate_simulated_iG2583_1286,growth_rate_file_1,Recall,0.9234275296262534
growth_rate_simulated_iG2583_1286,growth_rate_file_1,F1 Score,0.9196550158874262
growth_rate_simulated_iG2583_1286,growth_rate_file_1,Specificity,0.042495479204339964
growth_rate_simulated_iG2583_1286,growth_rate_file_2,Accuracy,0.9330783938814532
growth_rate_simulated_iG2583_1286,growth_rate_file_2,Precision,1.0
growth_rate_simulated_iG2583_1286,growth_rate_file_2,Recall,0.9330783938814532
growth_rate_simulated_iG2583_1286,growth_rate_file_2,F1 Score,0.9653808110781404
growth_rate_simulated_iG2583_1286,growth_rate_file_2,Specificity,0.0
growth_rate_simulated_iJO1366,is_essential_file_can_grow,Accuracy,0.8785394932935916
growth_rate_simulated_iJO1366,is_essential_file_can_grow,Precision,0.9210307564422278
growth_rate_simulated_iJO1366,is_essential_file_can_grow,Recall,0.9421768707482994
growth_rate_simulated_iJO1366,is_essential_file_can_grow,F1 Score,0.9314838167297184
growth_rate_simulated_iJO1366,is_essential_file_can_grow,Specificity,0.05901911886949293
growth_rate_simulated_iJO1366,growth_rate_file_1,Accuracy,0.8754956383822363
growth_rate_simulated_iJO1366,growth_rate_file_1,Precision,0.9298401420959147
growth_rate_simulated_iJO1366,growth_rate_file_1,Recall,0.9306666666666666
growth_rate_simulated_iJO1366,growth_rate_file_1,F1 Score,0.9302532207907597
growth_rate_simulated_iJO1366,growth_rate_file_1,Specificity,0.050621669626998225
growth_rate_simulated_iJO1366,growth_rate_file_2,Accuracy,0.9443983402489626
growth_rate_simulated_iJO1366,growth_rate_file_2,Precision,1.0
growth_rate_simulated_iJO1366,growth_rate_file_2,Recall,0.9443983402489626
growth_rate_simulated_iJO1366,growth_rate_file_2,F1 Score,0.9714041826717883
growth_rate_simulated_iJO1366,growth_rate_file_2,Specificity,0.0
growth_rate_simulated_iJR904,is_essential_file_can_grow,Accuracy,0.8468571428571429
growth_rate_simulated_iJR904,is_essential_file_can_grow,Precision,0.8990944372574385
growth_rate_simulated_iJR904,is_essential_file_can_grow,Recall,0.9254327563249002
growth_rate_simulated_iJR904,is_essential_file_can_grow,F1 Score,0.9120734908136482
growth_rate_simulated_iJR904,is_essential_file_can_grow,Specificity,0.059508408796895215
growth_rate_simulated_iJR904,growth_rate_file_1,Accuracy,0.856815578465063
growth_rate_simulated_iJR904,growth_rate_file_1,Precision,0.9156939040207522
growth_rate_simulated_iJR904,growth_rate_file_1,Recall,0.9216710182767625
growth_rate_simulated_iJR904,growth_rate_file_1,F1 Score,0.918672739102147
growth_rate_simulated_iJR904,growth_rate_file_1,Specificity,0.054474708171206226
growth_rate_simulated_iJR904,growth_rate_file_2,Accuracy,0.9258777633289987
growth_rate_simulated_iJR904,growth_rate_file_2,Precision,1.0
growth_rate_simulated_iJR904,growth_rate_file_2,Recall,0.9258777633289987
growth_rate_simulated_iJR904,growth_rate_file_2,F1 Score,0.9615124915597569
growth_rate_simulated_iJR904,growth_rate_file_2,Specificity,0.0
growth_rate_simulated_iLF82_1304,is_essential_file_can_grow,Accuracy,0.8582677165354331
growth_rate_simulated_iLF82_1304,is_essential_file_can_grow,Precision,0.9040156709108716
growth_rate_simulated_iLF82_1304,is_essential_file_can_grow,Recall,0.9351570415400202
growth_rate_simulated_iLF82_1304,is_essential_file_can_grow,F1 Score,0.9193227091633466
growth_rate_simulated_iLF82_1304,is_essential_file_can_grow,Specificity,0.05680705190989226
growth_rate_simulated_iLF82_1304,growth_rate_file_1,Accuracy,0.8683989941324393
growth_rate_simulated_iLF82_1304,growth_rate_file_1,Precision,0.9214953271028037
growth_rate_simulated_iLF82_1304,growth_rate_file_1,Recall,0.931067044381492
growth_rate_simulated_iLF82_1304,growth_rate_file_1,F1 Score,0.9262564584311883
growth_rate_simulated_iLF82_1304,growth_rate_file_1,Specificity,0.04672897196261682
growth_rate_simulated_iLF82_1304,growth_rate_file_2,Accuracy,0.9374379344587885
growth_rate_simulated_iLF82_1304,growth_rate_file_2,Precision,1.0
growth_rate_simulated_iLF82_1304,growth_rate_file_2,Recall,0.9374379344587885
growth_rate_simulated_iLF82_1304,growth_rate_file_2,F1 Score,0.9677088672475653
growth_rate_simulated_iLF82_1304,growth_rate_file_2,Specificity,0.0
growth_rate_simulated_iML1515,is_essential_file_can_grow,Accuracy,0.9073950699533644
growth_rate_simulated_iML1515,is_essential_file_can_grow,Precision,0.9405797101449276
growth_rate_simulated_iML1515,is_essential_file_can_grow,Recall,0.9579335793357934
growth_rate_simulated_iML1515,is_essential_file_can_grow,F1 Score,0.9491773308957953
growth_rate_simulated_iML1515,is_essential_file_can_grow,Specificity,0.0463768115942029
growth_rate_simulated_iML1515,growth_rate_file_1,Accuracy,0.9013157894736842
growth_rate_simulated_iML1515,growth_rate_file_1,Precision,0.9449321628092577
growth_rate_simulated_iML1515,growth_rate_file_1,Recall,0.9472
growth_rate_simulated_iML1515,growth_rate_file_1,F1 Score,0.9460647223332002
growth_rate_simulated_iML1515,growth_rate_file_1,Specificity,0.03910614525139665
growth_rate_simulated_iML1515,growth_rate_file_2,Accuracy,0.9601449275362319
growth_rate_simulated_iML1515,growth_rate_file_2,Precision,1.0
growth_rate_simulated_iML1515,growth_rate_file_2,Recall,0.9601449275362319
growth_rate_simulated_iML1515,growth_rate_file_2,F1 Score,0.9796672828096119
growth_rate_simulated_iML1515,growth_rate_file_2,Specificity,0.0
growth_rate_simulated_iNRG857_1313,is_essential_file_can_grow,Accuracy,0.8156424581005587
growth_rate_simulated_iNRG857_1313,is_essential_file_can_grow,Precision,0.842443729903537
growth_rate_simulated_iNRG857_1313,is_essential_file_can_grow,Recall,0.9390681003584229
growth_rate_simulated_iNRG857_1313,is_essential_file_can_grow,F1 Score,0.888135593220339
growth_rate_simulated_iNRG857_1313,is_essential_file_can_grow,Specificity,0.09646302250803858
growth_rate_simulated_iNRG857_1313,growth_rate_file_1,Accuracy,0.8301369863013699
growth_rate_simulated_iNRG857_1313,growth_rate_file_1,Precision,0.8742138364779874
growth_rate_simulated_iNRG857_1313,growth_rate_file_1,Recall,0.9266666666666666
growth_rate_simulated_iNRG857_1313,growth_rate_file_1,F1 Score,0.8996763754045306
growth_rate_simulated_iNRG857_1313,growth_rate_file_1,Specificity,0.07861635220125786
growth_rate_simulated_iNRG857_1313,growth_rate_file_2,Accuracy,0.9372822299651568
growth_rate_simulated_iNRG857_1313,growth_rate_file_2,Precision,1.0
growth_rate_simulated_iNRG857_1313,growth_rate_file_2,Recall,0.9372822299651568
growth_rate_simulated_iNRG857_1313,growth_rate_file_2,F1 Score,0.9676258992805754
growth_rate_simulated_iNRG857_1313,growth_rate_file_2,Specificity,0.0
growth_rate_simulated_iUMN146_1321,is_essential_file_can_grow,Accuracy,0.8126721763085399
growth_rate_simulated_iUMN146_1321,is_essential_file_can_grow,Precision,0.8483870967741935
growth_rate_simulated_iUMN146_1321,is_essential_file_can_grow,Recall,0.926056338028169
growth_rate_simulated_iUMN146_1321,is_essential_file_can_grow,F1 Score,0.8855218855218855
growth_rate_simulated_iUMN146_1321,is_essential_file_can_grow,Specificity,0.1032258064516129
growth_rate_simulated_iUMN146_1321,growth_rate_file_1,Accuracy,0.8297297297297297
growth_rate_simulated_iUMN146_1321,growth_rate_file_1,Precision,0.8829113924050633
growth_rate_simulated_iUMN146_1321,growth_rate_file_1,Recall,0.9147540983606557
growth_rate_simulated_iUMN146_1321,growth_rate_file_1,F1 Score,0.8985507246376812
growth_rate_simulated_iUMN146_1321,growth_rate_file_1,Specificity,0.08860759493670886
growth_rate_simulated_iUMN146_1321,growth_rate_file_2,Accuracy,0.9178082191780822
growth_rate_simulated_iUMN146_1321,growth_rate_file_2,Precision,1.0
growth_rate_simulated_iUMN146_1321,growth_rate_file_2,Recall,0.9178082191780822
growth_rate_simulated_iUMN146_1321,growth_rate_file_2,F1 Score,0.9571428571428571
growth_rate_simulated_iUMN146_1321,growth_rate_file_2,Specificity,0.0
growth_rate_simulated_iUMNK88_1353,is_essential_file_can_grow,Accuracy,0.7621621621621621
growth_rate_simulated_iUMNK88_1353,is_essential_file_can_grow,Precision,0.8351893095768375
growth_rate_simulated_iUMNK88_1353,is_essential_file_can_grow,Recall,0.8660508083140878
growth_rate_simulated_iUMNK88_1353,is_essential_file_can_grow,F1 Score,0.8503401360544217
growth_rate_simulated_iUMNK88_1353,is_essential_file_can_grow,Specificity,0.10690423162583519
growth_rate_simulated_iUMNK88_1353,growth_rate_file_1,Accuracy,0.7854671280276817
growth_rate_simulated_iUMNK88_1353,growth_rate_file_1,Precision,0.874468085106383
growth_rate_simulated_iUMNK88_1353,growth_rate_file_1,Recall,0.8634453781512605
growth_rate_simulated_iUMNK88_1353,growth_rate_file_1,F1 Score,0.86892177589852
growth_rate_simulated_iUMNK88_1353,growth_rate_file_1,Specificity,0.09148936170212765
growth_rate_simulated_iUMNK88_1353,growth_rate_file_2,Accuracy,0.8806306306306306
growth_rate_simulated_iUMNK88_1353,growth_rate_file_2,Precision,1.0
growth_rate_simulated_iUMNK88_1353,growth_rate_file_2,Recall,0.8806306306306306
growth_rate_simulated_iUMNK88_1353,growth_rate_file_2,F1 Score,0.9365269461077844
growth_rate_simulated_iUMNK88_1353,growth_rate_file_2,Specificity,0.0
growth_rate_simulated_iUTI89_1310,is_essential_file_can_grow,Accuracy,0.8417910447761194
growth_rate_simulated_iUTI89_1310,is_essential_file_can_grow,Precision,0.9034090909090909
growth_rate_simulated_iUTI89_1310,is_essential_file_can_grow,Recall,0.9148446490218642
growth_rate_simulated_iUTI89_1310,is_essential_file_can_grow,F1 Score,0.9090909090909092
growth_rate_simulated_iUTI89_1310,is_essential_file_can_grow,Specificity,0.05795454545454545
growth_rate_simulated_iUTI89_1310,growth_rate_file_1,Accuracy,0.8563829787234043
growth_rate_simulated_iUTI89_1310,growth_rate_file_1,Precision,0.9206030150753769
growth_rate_simulated_iUTI89_1310,growth_rate_file_1,Recall,0.9169169169169169
growth_rate_simulated_iUTI89_1310,growth_rate_file_1,F1 Score,0.9187562688064193
growth_rate_simulated_iUTI89_1310,growth_rate_file_1,Specificity,0.05025125628140704
growth_rate_simulated_iUTI89_1310,growth_rate_file_2,Accuracy,0.9253393665158371
growth_rate_simulated_iUTI89_1310,growth_rate_file_2,Precision,1.0
growth_rate_simulated_iUTI89_1310,growth_rate_file_2,Recall,0.9253393665158371
growth_rate_simulated_iUTI89_1310,growth_rate_file_2,F1 Score,0.9612220916568743
growth_rate_simulated_iUTI89_1310,growth_rate_file_2,Specificity,0.0
growth_rate_simulated_iWFL_1372,is_essential_file_can_grow,Accuracy,0.8697347893915757
growth_rate_simulated_iWFL_1372,is_essential_file_can_grow,Precision,0.9137630662020906
growth_rate_simulated_iWFL_1372,is_essential_file_can_grow,Recall,0.9391226499552372
growth_rate_simulated_iWFL_1372,is_essential_file_can_grow,F1 Score,0.9262693156732891
growth_rate_simulated_iWFL_1372,is_essential_file_can_grow,Specificity,0.05749128919860627
growth_rate_simulated_iWFL_1372,growth_rate_file_1,Accuracy,0.8733691481197237
growth_rate_simulated_iWFL_1372,growth_rate_file_1,Precision,0.9266837169650469
growth_rate_simulated_iWFL_1372,growth_rate_file_1,Recall,0.9322469982847341
growth_rate_simulated_iWFL_1372,growth_rate_file_1,F1 Score,0.9294570329200512
growth_rate_simulated_iWFL_1372,growth_rate_file_1,Specificity,0.043478260869565216
growth_rate_simulated_iWFL_1372,growth_rate_file_2,Accuracy,0.9393673110720563
growth_rate_simulated_iWFL_1372,growth_rate_file_2,Precision,1.0
growth_rate_simulated_iWFL_1372,growth_rate_file_2,Recall,0.9393673110720563
growth_rate_simulated_iWFL_1372,growth_rate_file_2,F1 Score,0.9687358405074762
growth_rate_simulated_iWFL_1372,growth_rate_file_2,Specificity,0.0
growth_rate_simulated_iY75_1357,is_essential_file_can_grow,Accuracy,0.8244514106583072
growth_rate_simulated_iY75_1357,is_essential_file_can_grow,Precision,0.8722627737226277
growth_rate_simulated_iY75_1357,is_essential_file_can_grow,Recall,0.9192307692307692
growth_rate_simulated_iY75_1357,is_essential_file_can_grow,F1 Score,0.8951310861423221
growth_rate_simulated_iY75_1357,is_essential_file_can_grow,Specificity,0.08759124087591241
growth_rate_simulated_iY75_1357,growth_rate_file_1,Accuracy,0.8353658536585366
growth_rate_simulated_iY75_1357,growth_rate_file_1,Precision,0.8971631205673759
growth_rate_simulated_iY75_1357,growth_rate_file_1,Recall,0.9100719424460432
growth_rate_simulated_iY75_1357,growth_rate_file_1,F1 Score,0.9035714285714286
growth_rate_simulated_iY75_1357,growth_rate_file_1,Specificity,0.07446808510638298
growth_rate_simulated_iY75_1357,growth_rate_file_2,Accuracy,0.9250936329588015
growth_rate_simulated_iY75_1357,growth_rate_file_2,Precision,1.0
growth_rate_simulated_iY75_1357,growth_rate_file_2,Recall,0.9250936329588015
growth_rate_simulated_iY75_1357,growth_rate_file_2,F1 Score,0.9610894941634242
growth_rate_simulated_iY75_1357,growth_rate_file_2,Specificity,0.0
growth_rate_simulated_iZ_1308,is_essential_file_can_grow,Accuracy,0.839572192513369
growth_rate_simulated_iZ_1308,is_essential_file_can_grow,Precision,0.8941034897713598
growth_rate_simulated_iZ_1308,is_essential_file_can_grow,Recall,0.9229813664596274
growth_rate_simulated_iZ_1308,is_essential_file_can_grow,F1 Score,0.9083129584352078
growth_rate_simulated_iZ_1308,is_essential_file_can_grow,Specificity,0.05054151624548736
growth_rate_simulated_iZ_1308,growth_rate_file_1,Accuracy,0.8571428571428571
growth_rate_simulated_iZ_1308,growth_rate_file_1,Precision,0.913232104121475
growth_rate_simulated_iZ_1308,growth_rate_file_1,Recall,0.9252747252747253
growth_rate_simulated_iZ_1308,growth_rate_file_1,F1 Score,0.9192139737991266
growth_rate_simulated_iZ_1308,growth_rate_file_1,Specificity,0.049891540130151846
growth_rate_simulated_iZ_1308,growth_rate_file_2,Accuracy,0.9352078239608802
growth_rate_simulated_iZ_1308,growth_rate_file_2,Precision,1.0
growth_rate_simulated_iZ_1308,growth_rate_file_2,Recall,0.9352078239608802
growth_rate_simulated_iZ_1308,growth_rate_file_2,F1 Score,0.9665192672141504
growth_rate_simulated_iZ_1308,growth_rate_file_2,Specificity,0.0
