Name,reference,Accuracy,Precision,Recall,F1 Score,Specificity
fepG,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
fepG,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
fes,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
fes,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
fhuA,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
fhuA,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
fhuA,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
fhuB,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
fhuB,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
fhuB,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
fhuC,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
fhuC,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
fhuC,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
fhuD,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
fhuD,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
fhuD,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
fhuE,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
fhuE,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
fhuE,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
fhuF,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
fhuF,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
fhuF,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
fieF,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
fieF,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
fieF,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
fiu,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
fiu,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
fiu,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
fklB,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
fklB,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
fklB,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
flc,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
flc,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
fldA,is_essential_file_can_grow,0.0,0.0,,,0.0
fldA,growth_rate_file_1,0.0,0.0,,,0.0
fldB,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
fldB,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
fldB,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
fliI,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
fliI,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
fliI,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
fliM,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
fliM,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
fliM,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
fliN,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
fliN,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
fliN,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
fliY,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
fliY,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
fliY,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
fliZ,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
fliZ,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
fliZ,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
fmt,is_essential_file_can_grow,0.0,0.0,,,0.0
fmt,growth_rate_file_1,0.0,0.0,,,0.0
focA,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
focA,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
focA,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
focB,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
focB,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
focB,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
folA,is_essential_file_can_grow,0.023255813953488372,0.0,,,0.023809523809523808
folA,growth_rate_file_1,0.023255813953488372,0.0,,,0.023809523809523808
folB,is_essential_file_can_grow,0.4864864864864865,0.0,,,0.9473684210526315
folB,growth_rate_file_1,0.5135135135135135,1.0,0.5135135135135135,0.6785714285714285,0.0
folB,growth_rate_file_2,0.5135135135135135,1.0,0.5135135135135135,0.6785714285714285,0.0
folC,is_essential_file_can_grow,0.3888888888888889,0.0,,,0.6363636363636364
folC,growth_rate_file_1,0.3888888888888889,0.0,,,0.6363636363636364
folD,is_essential_file_can_grow,0.0,0.0,,,0.0
folD,growth_rate_file_1,0.0,0.0,,,0.0
folE,is_essential_file_can_grow,0.625,0.0,,,1.6666666666666667
folE,growth_rate_file_1,0.625,0.0,,,1.6666666666666667
folK,growth_rate_file_1,0.4722222222222222,0.0,,,0.8947368421052632
folM,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
folM,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
folM,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
folP,is_essential_file_can_grow,0.5384615384615384,0.0,,,1.1666666666666667
folP,growth_rate_file_1,0.46153846153846156,1.0,0.46153846153846156,0.631578947368421,0.0
folP,growth_rate_file_2,0.46153846153846156,1.0,0.46153846153846156,0.631578947368421,0.0
folX,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
folX,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
folX,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
fpr,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
fpr,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
fpr,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
frc,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
frc,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
frc,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
frdA,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
frdA,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
frdA,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
frdB,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
frdB,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
frdB,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
frdC,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
frdC,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
frdC,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
frdD,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
frdD,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
frdD,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
fre,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
fre,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
fre,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
frlA,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
frlA,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
frlA,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
frlB,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
frlB,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
frlB,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
frlC,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
frlC,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
frlC,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
frlD,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
frlD,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
frlD,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
frmA,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
frmA,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
frmA,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
frmB,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
frmB,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
frmB,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
fruA,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
fruA,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
fruA,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
fruB,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
fruB,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
fruB,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
fruK,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
fruK,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
fruK,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
fruR,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
fsaA,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
fsaA,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
fsaA,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
fsaB,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
fsaB,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
fsaB,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
ftsI,is_essential_file_can_grow,0.0,0.0,,,0.0
ftsI,growth_rate_file_1,0.0,0.0,,,0.0
ftsQ,is_essential_file_can_grow,0.0,0.0,,,0.0
ftsQ,growth_rate_file_1,0.0,0.0,,,0.0
ftsW,is_essential_file_can_grow,1.0,,,,
ftsW,growth_rate_file_1,1.0,,,,
fucA,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
fucA,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
fucA,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
fucI,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
fucI,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
fucI,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
fucK,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
fucK,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
fucK,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
fucO,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
fucO,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
fucO,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
fucP,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
fucP,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
fucP,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
fumA,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
fumA,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
fumB,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
fumB,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
fumB,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
fumC,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
fumC,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
fumC,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
gabD,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
gabD,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
gabD,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
gabP,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
gabP,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
gabP,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
gabT,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
gabT,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
gabT,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
gadA,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
gadA,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
gadA,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
gadB,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
gadB,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
gadB,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
gadC,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
gadC,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
gadC,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
galE,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
galE,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
galE,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
galK,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
galK,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
galK,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
galM,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
galM,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
galP,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
galP,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
galP,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
galT,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
galT,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
galT,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
galU,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
galU,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
galU,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
gapA,is_essential_file_can_grow,0.02702702702702703,0.0,,,0.027777777777777776
gapA,growth_rate_file_1,0.02702702702702703,0.0,,,0.027777777777777776
garD,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
garD,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
garD,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
garK,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
garK,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
garK,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
garL,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
garL,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
garL,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
garP,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
garP,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
garP,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
garR,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
garR,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
garR,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
gatA,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
gatA,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
gatB,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
gatB,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
gatB,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
gatC,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
gatC,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
gatC,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
gatD,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
gatD,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
gatD,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
gatY,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
gatY,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
gatY,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
gatZ,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
gatZ,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
gatZ,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
gcd,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
gcd,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
gcd,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
gcl,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
gcl,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
gcl,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
gcvH,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
gcvH,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
gcvH,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
gcvP,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
gcvP,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
gcvP,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
gcvT,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
gcvT,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
gcvT,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
gdhA,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
gdhA,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
gdhA,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
ggt,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
ggt,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
ggt,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
ghrA,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
ghrA,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
ghrB,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
ghxP,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
ghxQ,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
glcA,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
glcA,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
glcB,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
glcB,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
glcB,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
glcD,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
glcD,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
glcD,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
glcE,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
glcE,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
glcE,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
glcF,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
glcF,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
glcF,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
gldA,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
gldA,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
gldA,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
glf,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
glf,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
glf,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
glgA,is_essential_file_can_grow,0.975,1.0,0.975,0.9873417721518987,0.0
glgA,growth_rate_file_1,0.975,1.0,0.975,0.9873417721518987,0.0
glgA,growth_rate_file_2,0.975,1.0,0.975,0.9873417721518987,0.0
glgB,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
glgB,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
glgB,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
glgC,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
glgC,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
glgC,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
glgP,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
glgP,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
glgP,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
glgX,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
glgX,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
glgX,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
glk,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
glk,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
glk,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
glmM,is_essential_file_can_grow,0.5526315789473685,0.0,,,1.2352941176470589
glmM,growth_rate_file_1,0.4473684210526316,1.0,0.4473684210526316,0.6181818181818182,0.0
glmM,growth_rate_file_2,0.4473684210526316,1.0,0.4473684210526316,0.6181818181818182,0.0
glmS,is_essential_file_can_grow,0.5833333333333334,0.0,,,1.4
glmS,growth_rate_file_1,0.5833333333333334,0.0,,,1.4
glmU,is_essential_file_can_grow,0.725,0.0,,,2.6363636363636362
glmU,growth_rate_file_1,0.725,0.0,,,2.6363636363636362
glnA,is_essential_file_can_grow,0.925,1.0,0.925,0.961038961038961,0.0
glnA,growth_rate_file_1,0.925,1.0,0.925,0.961038961038961,0.0
glnH,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
glnH,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
glnH,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
glnL,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
glnL,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
glnL,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
glnP,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
glnP,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
glnP,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
glnQ,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
glnQ,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
glnQ,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
glnS,is_essential_file_can_grow,0.0,0.0,,,0.0
glnS,growth_rate_file_1,0.0,0.0,,,0.0
gloA,is_essential_file_can_grow,0.9714285714285714,1.0,0.9714285714285714,0.9855072463768115,0.0
gloA,growth_rate_file_1,0.9714285714285714,1.0,0.9714285714285714,0.9855072463768115,0.0
gloA,growth_rate_file_2,0.9714285714285714,1.0,0.9714285714285714,0.9855072463768115,0.0
gloB,is_essential_file_can_grow,0.9705882352941176,1.0,0.9705882352941176,0.9850746268656716,0.0
gloB,growth_rate_file_1,0.9705882352941176,1.0,0.9705882352941176,0.9850746268656716,0.0
gloB,growth_rate_file_2,0.9705882352941176,1.0,0.9705882352941176,0.9850746268656716,0.0
glpA,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
glpA,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
glpA,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
glpB,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
glpB,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
glpB,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
glpC,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
glpC,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
glpC,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
glpD,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
glpD,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
glpD,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
glpE,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
glpE,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
glpE,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
glpF,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
glpF,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
glpF,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
glpK,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
glpK,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
glpK,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
glpQ,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
glpQ,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
glpQ,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
glpT,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
glpT,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
glpT,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
glpX,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
glpX,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
glpX,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
glsA,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
glsA,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
glsB,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
glsB,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
gltA,is_essential_file_can_grow,0.375,1.0,0.375,0.5454545454545454,0.0
gltA,growth_rate_file_1,0.375,1.0,0.375,0.5454545454545454,0.0
gltA,growth_rate_file_2,0.375,1.0,0.375,0.5454545454545454,0.0
gltB,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
gltB,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
gltB,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
gltD,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
gltD,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
gltD,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
gltI,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
gltI,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
gltI,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
gltJ,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
gltJ,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
gltJ,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
gltK,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
gltK,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
gltK,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
gltL,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
gltL,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
gltL,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
gltP,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
gltP,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
gltP,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
gltS,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
gltS,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
gltS,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
gltX,is_essential_file_can_grow,0.65,0.0,,,1.8571428571428572
gltX,growth_rate_file_1,0.65,0.0,,,1.8571428571428572
glxK,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
glxK,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
glxK,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
glxR,is_essential_file_can_grow,1.0,1.0,1.0,1.0,0.0
glxR,growth_rate_file_1,1.0,1.0,1.0,1.0,0.0
glxR,growth_rate_file_2,1.0,1.0,1.0,1.0,0.0
glyA,is_essential_file_can_grow,0.0,0.0,,,0.0
